Date,ProductID,ProductName,Category,Supplier,UnitPrice,StockQuantity,StockValue,ReorderLevel,ReorderQuantity,UnitsSold,SalesValue,LastSoldDate,LastRestockDate,NextRestockDate,DeliveryTimeDays,DeliveryStatus
2024-04-09,3cf42a23-0403-455c-9853-0ba6e3e80707,Water,Beverages,"Henry, Rios and Jenkins",85.31,35,2985.85,38,93,14,1194.34,2024-01-07,2024-04-10,2024-04-24,10,Partial Delivery
2024-06-02,3e22120c-b07a-4757-a647-76f4cc22af99,Chicken,Meat,Fowler-Wright,91.98,126,11589.48,22,54,52,4782.96,2024-04-26,2024-04-27,2024-05-07,9,Delayed
2024-06-02,9c06365a-554c-4723-b5f4-22bcc25042e2,Deodorant,Health & Beauty,"Hess, James and Moore",79.17,174,13775.58,44,100,63,4987.71,2024-05-17,2024-06-24,2024-07-10,9,Delayed
2024-05-21,39531df5-915f-4391-835e-14349495aaf4,Butter,Dairy,Brown LLC,75.28,155,11668.4,10,42,129,9711.12,2024-04-14,2024-04-20,2024-04-22,4,On Time
2024-05-25,3a2848a9-3394-4cbc-b754-b0b4b56c0571,Apple,Produce,Cole-Ritter,8,157,1256,50,23,54,432,2024-03-24,2024-01-07,2024-01-13,9,On Time
2024-02-15,4f52ac52-760e-4e76-83db-a452cdc574aa,Cookies,Snacks,Gomez-Miller,88.35,62,5477.7,29,50,24,2120.4,2024-04-28,2024-04-26,2024-05-04,5,On Time
2024-01-27,62487e03-88e5-4f71-8c0a-d319910ffcc9,Dish Soap,Cleaning Supplies,"Evans, Murphy and Cooper",20.41,140,2857.4,10,59,40,816.4,2024-05-31,2024-04-20,2024-05-14,4,Partial Delivery
2024-06-07,6bbac6a6-1619-4dfd-8407-e33c83f4be63,Lettuce,Produce,"Moore, Harris and Salazar",76.58,56,4288.48,28,69,22,1684.76,2024-05-30,2024-06-15,2024-07-01,2,On Time
2024-01-29,ca57680e-db09-4df8-bed3-a0c74921acd7,Hand Sanitizer,Health & Beauty,"Johnson, Odonnell and Payne",50.47,56,2826.32,9,73,53,2674.91,2024-03-11,2024-05-05,2024-05-17,1,Delayed
2024-03-28,81000565-900c-4d6d-bd37-a35edeabd9a5,Chicken,Meat,"Cervantes, Mcneil and Mayer",17.19,42,721.98,44,34,42,721.98,2024-01-26,2024-06-20,2024-06-21,8,Partial Delivery
2024-05-31,9b2934d7-bc5f-4df9-b1c1-901ee0d83b00,Milk,Dairy,"Lewis, Anderson and Flores",72.88,36,2623.68,18,46,2,145.76,2024-05-11,2024-02-08,2024-03-07,1,Delayed
2024-03-23,6f3585c0-04ca-4086-b052-e5c0ee34cad4,Lettuce,Produce,Mercado-Miller,49.67,92,4569.64,5,85,88,4370.96,2024-05-29,2024-04-19,2024-05-11,1,On Time
2024-01-14,65856271-5d9e-44d4-bc2d-b4fa9cc2e047,Muffin,Bakery,Rivera-Davis,41.75,60,2505,6,26,34,1419.5,2024-05-20,2024-04-24,2024-05-12,4,Delayed
2024-03-02,e8a99ac2-4013-44dd-8eaf-8917deacacbe,Bagel,Bakery,"Hughes, Schwartz and Carson",86.55,19,1644.45,16,25,18,1557.9,2024-01-22,2024-01-20,2024-02-07,8,On Time
2024-03-01,9063860a-3c58-4071-8b89-3eba5e0ace1c,Chicken Nuggets,Frozen,Berger Ltd,36.27,56,2031.12,49,40,35,1269.45,2024-01-23,2024-05-16,2024-05-18,3,On Time
2024-01-12,5d2a28f8-cb16-4744-8990-fa0ebb03431e,Chips,Snacks,Thomas PLC,78.9,74,5838.6,22,82,14,1104.6,2024-03-09,2024-06-03,2024-06-05,1,Delayed
2024-06-11,66958626-4bcd-4e77-9df6-42bb9aed43be,Dish Soap,Cleaning Supplies,"Alexander, Jones and Mcneil",43.53,59,2568.27,10,100,49,2132.97,2024-03-29,2024-03-07,2024-03-20,4,Partial Delivery
2024-03-19,babddf5d-4009-4490-b33f-71653fbb95d5,Deodorant,Health & Beauty,"Yu, Thompson and Copeland",34.97,91,3182.27,39,76,49,1713.53,2024-01-25,2024-02-23,2024-03-17,2,Delayed
2024-05-20,e39537af-ddab-42e0-af60-68c84d533313,Apple,Produce,"Moore, Downs and Andrews",4.01,179,717.79,30,44,77,308.77,2024-05-14,2024-02-01,2024-02-20,7,On Time
2024-03-29,1ff708ce-54ac-4b90-b11e-de922d0b633c,Cheese,Dairy,"Pratt, Martin and Smith",50.27,101,5077.27,9,42,1,50.27,2024-05-05,2024-03-08,2024-04-07,2,Partial Delivery
2024-05-08,b5e9b3cb-8a63-4123-b991-afa55edf70f1,Body Lotion,Health & Beauty,"Davis, Nicholson and Patel",57.66,11,634.26,23,30,5,288.3,2024-03-03,2024-04-17,2024-05-10,7,Delayed
2024-06-12,591a8276-d7ce-4ded-aad1-2a13d9759e0c,Popcorn,Snacks,Bradford-Patterson,95.96,139,13338.44,19,34,12,1151.52,2024-05-12,2024-03-14,2024-03-26,6,On Time
2024-05-01,2ac6f611-8dcb-4d48-8059-db137037f8f8,Cookies,Snacks,"Moreno, Johnson and Ramos",27.13,199,5398.87,18,72,184,4991.92,2024-05-08,2024-05-31,2024-06-23,6,Partial Delivery
2024-01-22,410a1bc8-eff4-4f21-b5ea-ec3f1477838e,Cake,Bakery,Williams LLC,88.66,143,12678.38,28,53,63,5585.58,2024-01-11,2024-04-18,2024-05-10,2,On Time
2024-04-29,4a61cdd2-e14c-44c9-b608-af2f5827fc5b,Fish,Meat,"Davis, Ho and Boyer",55.81,126,7032.06,14,79,113,6306.53,2024-01-31,2024-05-11,2024-05-16,10,Delayed
2024-02-14,0308ee0c-7f49-4660-8c5d-50330c30dae5,Apple,Produce,Berry Ltd,9.01,136,1225.36,23,20,70,630.7,2024-02-22,2024-03-11,2024-03-16,6,Delayed
2024-02-20,e1a26739-e134-4358-b448-499974646d6d,Dish Soap,Cleaning Supplies,Reed Inc,2.61,62,161.82,21,81,2,5.22,2024-04-23,2024-02-22,2024-02-25,5,Partial Delivery
2024-06-17,9ee7c534-f8d0-423f-8a34-f0b439f69f7d,Bagel,Bakery,Kelly and Sons,88.56,35,3099.6,30,88,6,531.36,2024-06-21,2024-02-08,2024-02-21,1,Partial Delivery
2024-05-22,c2dc9645-a2ad-4d38-96c0-3a6dd50d99b7,Ice Cream,Frozen,"Curry, Rowe and Butler",26.3,141,3708.3,38,96,89,2340.7,2024-05-20,2024-04-20,2024-04-29,4,On Time
2024-01-10,05f5615c-5ad2-40e7-bdf1-781daa14fa8a,Milk,Dairy,"Brown, Harris and Wagner",44.03,169,7441.07,19,99,31,1364.93,2024-02-16,2024-05-26,2024-06-05,10,On Time
2024-04-06,7284af28-2b48-479d-8926-738eb5d76fae,Muffin,Bakery,Sanchez Group,37.02,122,4516.44,7,80,17,629.34,2024-05-07,2024-06-26,2024-07-16,9,Delayed
2024-06-23,c30631c4-6231-447c-a5a7-4a2358fb7f0e,Pork,Meat,Flores and Sons,66.09,70,4626.3,24,31,41,2709.69,2024-06-13,2024-05-20,2024-06-18,5,On Time
2024-01-23,c7ed21e1-d7db-4968-8f7a-4fe1065d118a,Sponges,Cleaning Supplies,"Terry, Medina and Jones",80.77,115,9288.55,33,83,0,0,,2024-04-13,2024-04-25,7,On Time
2024-02-06,0d0567d3-9bf9-46ef-9972-0b3bccd17865,Banana,Produce,Lawson-Davidson,43.42,189,8206.38,15,56,183,7945.86,2024-04-04,2024-03-10,2024-03-22,6,Partial Delivery
2024-03-27,33ac3aed-d1d9-4a75-8382-cd93f16af52d,Shampoo,Health & Beauty,Vang-Bryant,96.29,114,10977.06,16,59,13,1251.77,2024-02-17,2024-03-25,2024-04-22,10,On Time
2024-05-11,bcadbbe6-8463-45cb-ba55-93083f9ef5dd,Hand Sanitizer,Health & Beauty,"Roberson, Gordon and Glenn",79.04,170,13436.8,48,97,131,10354.24,2024-05-04,2024-04-02,2024-04-11,10,Partial Delivery
2024-05-07,ead40cf5-28f5-49f0-86be-bcdf1508ee8d,Cake,Bakery,"Vargas, Camacho and Keller",20.87,96,2003.52,50,77,8,166.96,2024-03-05,2024-02-20,2024-03-01,10,On Time
2024-05-28,2c10c802-27ee-4b06-9d34-3191a9914479,Butter,Dairy,Green-Anderson,49.17,126,6195.42,48,93,18,885.06,2024-03-02,2024-04-16,2024-04-20,8,Delayed
2024-03-27,d7a89bc3-5dd8-4f4f-b16d-dae5ebdc903d,Lamb,Meat,Mccullough-Willis,8.27,108,893.16,6,89,13,107.51,2024-04-26,2024-01-14,2024-01-29,10,On Time
2024-03-02,2f33ac6d-0a0f-4e23-a0a1-be0338f68054,Glass Cleaner,Cleaning Supplies,"Conway, Williams and Turner",38.37,121,4642.77,45,67,16,613.92,2024-02-19,2024-05-31,2024-06-19,1,Delayed
2024-01-07,3cd2877a-6bae-4907-95d8-8d255372c0b8,Fish Sticks,Frozen,"Stewart, Green and Oneal",49.76,190,9454.4,39,60,15,746.4,2024-02-10,2024-05-17,2024-05-26,10,Delayed
2024-06-10,249173d0-1d61-4f12-b044-8526b2a4dc77,Ice Cream,Frozen,"Garcia, Bean and Lowe",84.28,19,1601.32,20,55,0,0,,2024-06-27,2024-07-21,2,Partial Delivery
2024-04-02,994a392f-82cc-4a76-9777-01b95f83f638,Lamb,Meat,Forbes Inc,89.76,169,15169.44,43,89,73,6552.48,2024-03-06,2024-05-16,2024-05-18,4,On Time
2024-02-07,0e1df3f6-31cf-4b52-825d-48f447d93434,Lettuce,Produce,Henderson-Williams,66.88,44,2942.72,15,40,32,2140.16,2024-01-06,2024-02-05,2024-02-07,6,Partial Delivery
2024-02-03,051a14fe-3d83-4ec5-860f-003cce22dcd5,Toothpaste,Health & Beauty,Mercer-Butler,24.58,141,3465.78,8,98,104,2556.32,2024-02-17,2024-01-13,2024-02-08,3,Delayed
2024-05-28,9a269b82-22f4-40f4-9214-daddd430c586,Butter,Dairy,Nunez Ltd,68.51,100,6851,11,80,100,6851,2024-02-22,2024-03-12,2024-03-25,6,Delayed
2024-06-25,60125e25-6722-433c-ac17-97dd8851892b,Popcorn,Snacks,Anderson-Terry,63.36,144,9123.84,50,29,17,1077.12,2024-05-05,2024-05-25,2024-06-24,3,Delayed
2024-01-30,a4ba38fb-cda2-4e92-947c-15934cbc3ef9,Soda,Beverages,Nguyen and Sons,98.63,96,9468.48,25,32,31,3057.53,2024-04-28,2024-05-05,2024-06-01,8,Partial Delivery
2024-01-10,81d6a6e2-ad55-4e5d-b1e7-67ff751151b9,Trash Bags,Cleaning Supplies,Hall and Sons,18.9,186,3515.4,45,70,176,3326.4,2024-02-23,2024-05-31,2024-06-29,8,Delayed
2024-01-20,c95710f1-02f6-4e49-9d74-13ed4805488e,Carrot,Produce,Smith Group,54.19,124,6719.56,18,67,89,4822.91,2024-04-21,2024-04-05,2024-04-19,6,Partial Delivery
2024-01-13,81e1c7fe-7b29-44fc-b3b3-0d86828176d1,Carrot,Produce,Perez and Sons,18.77,188,3528.76,28,38,146,2740.42,2024-06-04,2024-03-21,2024-03-25,7,Delayed
2024-03-10,633ff2ad-6cb7-4c90-bc45-aa0525eed2d3,Hand Sanitizer,Health & Beauty,Sanchez-Martin,41.2,161,6633.2,8,59,25,1030,2024-06-12,2024-04-16,2024-05-08,6,Partial Delivery
2024-05-04,f6853a93-7efb-4290-8735-6d488efa6130,Trash Bags,Cleaning Supplies,Brewer-Hall,49.86,196,9772.56,40,73,99,4936.14,2024-05-13,2024-04-18,2024-05-15,9,Partial Delivery
2024-06-28,a0afcc58-d41b-49c6-8cf8-4aefa1ffa815,Sponges,Cleaning Supplies,Elliott and Sons,93.19,53,4939.07,8,37,45,4193.55,2024-06-01,2024-05-06,2024-05-15,4,Partial Delivery
2024-06-14,6e8d8ac4-af9f-4d21-9e29-840a28106ab8,Carrot,Produce,Reed and Sons,94.14,197,18545.58,28,47,76,7154.64,2024-04-03,2024-04-03,2024-04-30,10,Delayed
2024-06-21,e75e575f-a91f-41a5-9f94-9efa30a1b84f,Ice Cream,Frozen,Hicks-Lewis,94.22,79,7443.38,9,33,72,6783.84,2024-01-12,2024-03-16,2024-03-22,9,Partial Delivery
2024-05-20,395f8570-c30c-4e22-8f58-a187822dd9d4,Hand Sanitizer,Health & Beauty,"Thomas, Young and Roberts",35.12,57,2001.84,17,35,56,1966.72,2024-01-25,2024-02-11,2024-03-07,8,Delayed
2024-02-28,1c1c5c05-cee3-4e75-9b11-3f4666bb99c4,Ice Cream,Frozen,"Burgess, Rich and Davis",56.16,16,898.56,33,70,4,224.64,2024-05-14,2024-06-14,2024-07-08,4,Partial Delivery
2024-04-12,46267ddc-6b54-4994-b88f-89ecb00710f5,Hand Sanitizer,Health & Beauty,Thompson-Sanford,74.81,86,6433.66,38,91,19,1421.39,2024-04-29,2024-05-21,2024-06-12,6,Delayed
2024-05-31,d213a09a-e8ba-47e4-b898-e326767acf84,Dish Soap,Cleaning Supplies,Durham-Roberts,45.01,155,6976.55,7,70,71,3195.71,2024-02-24,2024-06-29,2024-07-20,6,On Time
2024-01-12,e74f99b8-4377-46ec-878e-c0e94855cc3b,Beef,Meat,Woodard Inc,52.46,101,5298.46,47,80,27,1416.42,2024-06-22,2024-02-29,2024-03-08,8,Delayed
2024-04-28,4e7bba7b-f20f-4118-a8ed-52576e53cccb,Lettuce,Produce,"Davidson, Rogers and Vargas",14.92,181,2700.52,33,34,70,1044.4,2024-03-08,2024-01-25,2024-02-15,8,On Time
2024-03-18,43d8161c-9552-4f4f-90b1-a7d5a84326ec,Lettuce,Produce,Freeman and Sons,19.04,157,2989.28,20,25,48,913.92,2024-06-23,2024-01-12,2024-01-28,6,Delayed
2024-01-26,41a259e0-f37b-4222-a7a3-cca74ed4c76c,Laundry Detergent,Cleaning Supplies,"Floyd, Brown and Mendez",91.4,51,4661.4,14,51,23,2102.2,2024-03-17,2024-05-28,2024-06-03,4,On Time
2024-06-29,70480f5d-5c83-4aa7-862b-c54dd3f34a31,Croissant,Bakery,Anderson and Sons,81.95,153,12538.35,46,24,108,8850.6,2024-04-22,2024-05-15,2024-06-10,4,Partial Delivery
2024-01-03,2838000e-9b7f-4e8b-bfa8-0176153be9e0,Carrot,Produce,"Clark, James and Davis",31.21,189,5898.69,35,95,53,1654.13,2024-05-17,2024-06-15,2024-06-22,3,On Time
2024-06-26,f01ac75c-9b4e-4db4-bb86-e328b93e2bcb,Chips,Snacks,"Flores, Best and Smith",56.56,17,961.52,19,24,11,622.16,2024-03-22,2024-06-11,2024-06-21,4,Delayed
2024-05-07,9232063b-fe47-4559-a7b7-db06af0c737d,Body Lotion,Health & Beauty,Morgan and Sons,25.95,111,2880.45,39,29,103,2672.85,2024-05-12,2024-01-28,2024-02-23,10,Partial Delivery
2024-05-21,1f59354b-6f44-4b2a-872f-c2215ff17ba1,Water,Beverages,"Johnson, Webb and House",33.35,98,3268.3,15,60,40,1334,2024-04-30,2024-06-30,2024-07-02,5,Partial Delivery
2024-02-11,ed7b1482-78e8-4fea-9859-5117d86015d9,Bread,Bakery,Anderson-Williams,11.33,120,1359.6,9,78,29,328.57,2024-03-23,2024-06-14,2024-06-18,9,Partial Delivery
2024-01-15,e3d94b35-7bfd-42a6-8a30-e0145807634f,Lettuce,Produce,Carter-Adams,90.07,58,5224.06,50,83,9,810.63,2024-01-29,2024-01-20,2024-02-14,2,Delayed
2024-04-11,1de23f16-fb20-4227-816c-421d351e8d48,Shampoo,Health & Beauty,"Le, Salas and Evans",19,176,3344,23,99,1,19,2024-05-04,2024-02-14,2024-02-17,4,On Time
2024-05-15,f924d380-89f3-45b1-bee3-7bcd1d518b6b,Butter,Dairy,Henry Inc,61.89,150,9283.5,38,96,117,7241.13,2024-02-26,2024-04-06,2024-04-28,9,On Time
2024-01-29,cef6cedf-629c-402f-966e-3062b95f5083,Coffee,Beverages,Dougherty PLC,7.17,200,1434,21,77,117,838.89,2024-03-21,2024-03-16,2024-04-07,6,On Time
2024-03-27,e313f365-b5d5-4a94-a35d-49c6d00602c0,Glass Cleaner,Cleaning Supplies,Rodriguez LLC,56.86,79,4491.94,33,40,21,1194.06,2024-04-15,2024-01-25,2024-02-05,3,Partial Delivery
2024-04-20,d04a4482-c3ca-40bb-bc45-d2832c838cd1,Sponges,Cleaning Supplies,James-Wright,4.62,107,494.34,25,80,45,207.9,2024-02-02,2024-06-02,2024-06-21,1,Partial Delivery
2024-04-12,cb0ac5f5-5ed9-4ea8-8aa4-762929a01acb,Chicken Nuggets,Frozen,"Morris, Grimes and Powell",55.02,128,7042.56,23,37,83,4566.66,2024-02-03,2024-01-01,2024-01-17,1,Delayed
2024-02-29,e4f2434c-dd8d-4f9c-91c9-6e6477eaa0d4,Lamb,Meat,Trevino-Becker,57.13,192,10968.96,34,64,158,9026.54,2024-02-07,2024-06-25,2024-07-24,2,Delayed
2024-06-29,c4f5012a-13a0-4fa4-bc4f-e31d4be1fbbb,Banana,Produce,Jackson LLC,54.46,151,8223.46,50,74,91,4955.86,2024-02-08,2024-05-13,2024-05-14,3,Partial Delivery
2024-02-18,cb33dd31-019d-49aa-ac23-bd8d8d35dc71,Bread,Bakery,"Chambers, Harrison and Hodges",2.43,145,352.35,6,55,88,213.84,2024-02-27,2024-06-04,2024-06-21,1,Delayed
2024-03-22,38d9c201-5154-47d3-8b36-35beadc861a2,Banana,Produce,Johnston LLC,84.28,64,5393.92,47,96,3,252.84,2024-02-14,2024-02-13,2024-02-14,8,Partial Delivery
2024-05-24,8244d5c0-4e29-4f21-b3ac-1fb2066f0a1b,Carrot,Produce,Massey PLC,37.34,81,3024.54,17,53,28,1045.52,2024-01-13,2024-04-10,2024-04-18,6,On Time
2024-01-15,170e49cf-ef09-4bf6-927f-f5a3d2ff47d5,Popcorn,Snacks,Stone-York,49.67,40,1986.8,46,59,0,0,,2024-06-14,2024-06-26,9,Delayed
2024-05-11,9b766950-c4e8-4623-9b5c-5866dab6980f,Laundry Detergent,Cleaning Supplies,"Barnes, Macias and Watson",58.96,139,8195.44,19,69,83,4893.68,2024-04-06,2024-04-25,2024-05-19,5,Partial Delivery
2024-06-24,9c7bfdd1-d6d6-475f-920c-51d08e68bf5e,Cake,Bakery,"Robertson, Yates and Carr",29.63,109,3229.67,9,24,93,2755.59,2024-02-27,2024-01-24,2024-02-10,7,On Time
2024-01-01,e9fee133-38a5-47f4-9af2-60e7d5bb7edb,Toothpaste,Health & Beauty,Flores-Grant,12.91,152,1962.32,45,55,49,632.59,2024-04-12,2024-03-13,2024-04-11,8,On Time
2024-05-22,90bd2723-5ed1-47e4-8754-36b250926828,Cream,Dairy,"Sweeney, Carter and Martin",67.38,135,9096.3,42,24,28,1886.64,2024-04-15,2024-03-05,2024-03-20,6,On Time
2024-01-18,6c1ecc49-ec25-4cb4-b738-b4476c7d8a32,Juice,Beverages,Burgess-Perkins,15.21,165,2509.65,21,22,82,1247.22,2024-02-23,2024-01-03,2024-01-28,7,On Time
2024-05-21,ecd5f3de-1da2-47a0-9217-938109285c4d,Butter,Dairy,Taylor-Cooper,20.1,189,3798.9,9,55,92,1849.2,2024-06-21,2024-05-05,2024-05-12,8,Delayed
2024-01-06,541e037b-98eb-43f8-b666-2222d77bf6f4,Lettuce,Produce,Roberts-Hayes,24.01,13,312.13,36,26,3,72.03,2024-05-22,2024-06-29,2024-07-04,2,Delayed
2024-05-30,492cb75b-d29a-4d60-86ff-55f5616df15f,Popcorn,Snacks,"Lee, Anderson and Coffey",46.26,149,6892.74,26,64,24,1110.24,2024-05-16,2024-06-19,2024-07-09,9,On Time
2024-03-05,856f0262-4194-497a-8d02-88c588ff3865,Butter,Dairy,Alvarez PLC,70.11,19,1332.09,34,28,7,490.77,2024-05-13,2024-05-24,2024-06-17,4,Partial Delivery
2024-06-11,60eb7a07-5091-496a-b2ed-e57703aceb00,Sponges,Cleaning Supplies,"Richardson, Morales and Castaneda",76.66,93,7129.38,43,24,1,76.66,2024-04-18,2024-02-17,2024-02-29,3,Delayed
2024-06-19,a140cfe0-e203-4fc7-8d1b-61e56fb4f57e,Body Lotion,Health & Beauty,Price Inc,81.25,121,9831.25,47,59,8,650,2024-03-04,2024-06-07,2024-06-16,10,Delayed
2024-02-11,7dcc8d65-1123-4982-828f-8a7d78753776,Popcorn,Snacks,"Landry, Cooper and Cochran",73.03,59,4308.77,32,71,24,1752.72,2024-04-25,2024-01-28,2024-02-12,8,Delayed
2024-06-15,e6c951ec-27ac-4f0e-a0fc-1841a81f6a80,Fish Sticks,Frozen,"Cobb, Harrington and Edwards",58.32,128,7464.96,8,23,105,6123.6,2024-05-15,2024-03-05,2024-03-11,9,On Time
2024-06-11,8ede9f3e-2e3e-4194-b695-82c6cc360a07,Tea,Beverages,Mccarthy Ltd,40.93,166,6794.38,23,91,97,3970.21,2024-05-09,2024-04-11,2024-04-20,4,Delayed
2024-03-04,6cb681fb-7d5c-4b23-9f11-496c4e25d60f,Cheese,Dairy,"Robinson, Williams and Allen",21.49,101,2170.49,22,52,64,1375.36,2024-05-28,2024-01-02,2024-01-25,7,On Time
2024-03-24,61af79c1-646f-4205-bf6c-3b46ef207cbd,Cookies,Snacks,Hernandez-Osborn,65.42,147,9616.74,39,23,130,8504.6,2024-02-07,2024-01-14,2024-02-05,8,Delayed
2024-02-02,0c99eb56-e06b-4a1f-b67b-c425cb079083,Cheese,Dairy,Griffith-Whitaker,72.4,170,12308,6,54,78,5647.2,2024-06-26,2024-05-27,2024-06-07,2,Partial Delivery
2024-03-28,d34afe63-38bb-4543-81a4-ea8be5190d72,Dish Soap,Cleaning Supplies,Ramirez PLC,74.51,60,4470.6,14,72,39,2905.89,2024-05-02,2024-05-30,2024-06-19,10,Delayed
2024-01-21,88dea28c-5f7c-42b1-878f-b8e6bbdcde0c,Popcorn,Snacks,Adams-Williams,60.02,196,11763.92,26,91,125,7502.5,2024-04-03,2024-02-24,2024-03-15,10,On Time
2024-04-05,72655959-0716-458f-8975-c792fe9b0ded,Pizza,Frozen,"Ross, Levine and Chase",56.55,157,8878.35,17,69,39,2205.45,2024-05-06,2024-05-23,2024-06-06,9,On Time
2024-04-01,bb7bf097-7a62-4054-a97f-54396332f094,Cake,Bakery,Stewart and Sons,54.15,72,3898.8,19,62,72,3898.8,2024-04-11,2024-02-19,2024-03-09,5,Delayed
2024-06-27,b0bf4e28-00e5-4e1e-b90e-85d0dea44a23,Juice,Beverages,Neal LLC,32.13,24,771.12,35,58,9,289.17,2024-05-31,2024-03-07,2024-03-21,4,On Time
2024-01-27,1a9d5b3e-a635-4ef5-868a-71dfb7e20a79,Fish Sticks,Frozen,Ray-Johnson,26.85,143,3839.55,21,31,26,698.1,2024-06-25,2024-01-29,2024-02-03,8,Partial Delivery
2024-06-26,dd51b35c-5057-4f07-b360-0dcf571b91fd,Pork,Meat,Thornton Inc,37.49,128,4798.72,29,60,116,4348.84,2024-04-12,2024-05-15,2024-05-17,9,Delayed
2024-01-05,3a4a5702-d9a2-4d71-892a-cd223ac2fbea,Pork,Meat,Scott-Barnes,5.71,84,479.64,24,56,77,439.67,2024-05-27,2024-03-29,2024-04-16,8,On Time
2024-01-03,f02854ff-4777-4386-b07c-0326ac901027,Banana,Produce,"Fowler, Stone and Mendoza",8.83,20,176.6,22,36,15,132.45,2024-06-16,2024-02-03,2024-02-28,8,Delayed
2024-02-29,6fcd4645-1221-470b-a913-3e67ca774637,Fish,Meat,"Ellis, Kelly and Lyons",61.92,110,6811.2,44,77,29,1795.68,2024-01-14,2024-04-07,2024-04-30,8,Partial Delivery
2024-02-04,f3cff191-0bed-4722-afa5-baa0ad141709,Butter,Dairy,Rodriguez Group,26.66,35,933.1,5,29,16,426.56,2024-02-28,2024-04-14,2024-05-13,4,Partial Delivery
2024-05-20,0cc71c45-1c9c-4514-a78e-fd6c161fa338,Cheese,Dairy,Hinton-Martin,41.16,138,5680.08,24,85,104,4280.64,2024-05-31,2024-03-19,2024-04-11,10,On Time
2024-03-03,5e2c7cc6-1a1b-40c9-a64e-835535575010,Laundry Detergent,Cleaning Supplies,Taylor LLC,19.1,101,1929.1,44,53,59,1126.9,2024-03-30,2024-04-21,2024-05-15,2,On Time
2024-02-23,3fd77a78-9a29-41ee-8445-372c58f357ab,Pizza,Frozen,"Brady, Castillo and Mitchell",29.71,60,1782.6,20,82,7,207.97,2024-05-31,2024-04-06,2024-04-30,2,On Time
2024-02-14,621e9748-e9a5-4f4e-a3ab-ac47a2f5affc,Laundry Detergent,Cleaning Supplies,Gallegos LLC,71.02,96,6817.92,5,43,26,1846.52,2024-05-21,2024-03-14,2024-03-27,6,On Time
2024-03-30,53da99be-f5d3-4d96-8ca3-a7e9531cb703,Milk,Dairy,Martinez-Herrera,38.23,49,1873.27,32,23,32,1223.36,2024-04-04,2024-01-08,2024-01-19,3,Delayed
2024-04-08,85748077-5086-4b38-a69a-55c8dcfe19c8,Granola Bars,Snacks,"Mcconnell, Hill and Morton",65.57,101,6622.57,38,21,84,5507.88,2024-01-31,2024-05-17,2024-06-08,10,Partial Delivery
2024-03-15,bc8005ff-4f36-4ea6-9242-592a1cc5c4b9,Coffee,Beverages,Chapman-Wilcox,70.76,21,1485.96,31,88,18,1273.68,2024-02-09,2024-06-15,2024-06-18,4,Partial Delivery
2024-02-03,3ee635cc-e191-49f3-9b7a-8272a67d014c,Bread,Bakery,Tate PLC,60.57,155,9388.35,42,50,119,7207.83,2024-03-27,2024-04-17,2024-05-04,3,Delayed
2024-04-12,676c2b69-3d94-418c-839b-c5e290b8c51f,Cream,Dairy,"Wolf, Jones and Lopez",39.21,126,4940.46,12,38,123,4822.83,2024-02-12,2024-03-26,2024-04-22,9,Delayed
2024-01-20,fa951543-f391-4320-8fb6-97ea1a506698,Chicken Nuggets,Frozen,Mason Ltd,60.2,69,4153.8,45,80,30,1806,2024-04-24,2024-03-07,2024-03-28,1,On Time
2024-06-08,e9e4f672-1e64-4d57-850c-725c4069e641,Fish Sticks,Frozen,Proctor-Lopez,17.87,38,679.06,26,72,14,250.18,2024-05-30,2024-03-20,2024-04-04,1,On Time
2024-05-10,8849353d-399a-44df-bfc1-6697bf93d2f7,Candy,Snacks,Allen Ltd,50.75,198,10048.5,12,71,48,2436,2024-06-20,2024-01-09,2024-01-12,6,On Time
2024-05-01,3e123fea-1df8-4b8f-9ec1-1f7153933623,Fish,Meat,"Griffith, Gray and Brown",35.83,191,6843.53,49,66,85,3045.55,2024-03-29,2024-04-26,2024-05-26,10,On Time
2024-03-29,48a68558-5bc4-4af8-b775-4989d18b3093,Chips,Snacks,Maynard Ltd,32.66,186,6074.76,10,70,94,3070.04,2024-01-01,2024-04-09,2024-04-12,1,Delayed
2024-01-03,bd1c5a3a-1322-45be-9dca-5fae69e18439,Water,Beverages,Pittman LLC,9.96,121,1205.16,11,41,79,786.84,2024-01-29,2024-05-04,2024-05-16,1,Partial Delivery
2024-03-11,13c5b22a-968f-4291-a0e4-ece8e233b8f8,Milk,Dairy,"Wolfe, Adams and Villegas",82.62,199,16441.38,47,35,117,9666.54,2024-06-01,2024-03-17,2024-03-29,7,Partial Delivery
2024-02-15,3587608d-ae08-42d9-b363-df0f5a39d72c,Shampoo,Health & Beauty,"Jones, Horn and Davila",31.53,69,2175.57,40,49,18,567.54,2024-02-27,2024-06-28,2024-07-05,4,Partial Delivery
2024-04-12,199c4226-9d59-4913-9e00-f9be9085fd70,Banana,Produce,Warren PLC,66.77,36,2403.72,32,58,12,801.24,2024-05-31,2024-06-18,2024-06-30,9,Partial Delivery
2024-06-29,6a2d4776-134f-4fcf-b2fc-7da64f8ec437,Ice Cream,Frozen,Montes-Smith,22.29,178,3967.62,30,45,168,3744.72,2024-02-03,2024-03-30,2024-04-22,2,Partial Delivery
